Fri Jan 10 15:49:34 2014    profiling/game.run.profile

         8844407 function calls (8839797 primitive calls) in 26.332 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      220    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_compile.py:354(_simple)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1870(_update_label_position)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:1057(set_dash_capstyle)
       68    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:973(is_math_text)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/version.py:63(StrictVersion)
      148    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
      321    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       52    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:803(getargspec)
      312    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:689(set_zorder)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/geo.py:1(<module>)
      133    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:655(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/tz.py:6(<module>)
      372    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:750(get_stretch)
       64    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1095(__init__)
      326    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:258(to_rgb)
     2615    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 code/objInstances.py:434(handleCollisionWith)
        1    0.000    0.000    0.000    0.000 code/scenarios.py:462(wipeOldScenario)
     5987    0.000    0.000    0.000    0.000 {method 'colliderect' of 'pygame.Rect' objects}
      372    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:720(get_style)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:226(__init__)
      135    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1388(__array__)
      660    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:153(convert_yunits)
      102    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:676(get_position)
      484    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:963(set_text)
  208/206    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2096(get_matrix)
      394    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 code/displayUtilities.py:130(__init__)
       64    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:334(__init__)
       40    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:306(_reconstruct)
      604    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:809(set_xdata)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:508(set_figure)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_agg.py:22(<module>)
       40    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/textwrap.py:331(fill)
      294    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:231(report)
       10    0.000    0.000    0.000    0.000 code/engine.py:27(generateEngine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/textwrap.py:316(wrap)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/offsetbox.py:15(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/spines.py:266(_calc_offset_transform)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:86(__new__)
       30    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:379(__call__)
      108    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:901(copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/sax/xmlreader.py:2(<module>)
      169    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:590(new_gc)
       12    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2935(postParse)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/pygame/sprite.py:437(empty)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:769(set_markeredgewidth)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:450(set_locs)
      560    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      206    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1832(get_matrix)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:3129(oneOf)
       12    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:681(set_scale)
       36    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2542(__init__)
      722    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:138(append)
      372    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:730(get_variant)
       36    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:1117(__add__)
      660    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:818(set_ydata)
      270    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:1011(get_default_size)
       10    0.000    0.000    0.000    0.000 code/ship.py:110(__init__)
       29    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:224(set_edgecolor)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:1071(set_solid_capstyle)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:1022(set_dash_joinstyle)
     1082    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:126(__len__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2354(set_xbound)
     1504    0.000    0.000    0.000    0.000 code/story_keeper.py:21(isOnScreen)
      148    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      372    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:739(get_weight)
       21    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1067(_options)
     1913    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      164    0.000    0.000    0.000    0.000 code/ship.py:499(handleCollisionWith)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1608(_update_label_position)
     1314    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:188(_set_nothing)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:1497(_pprint_table)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:8481(update_params)
      122    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:591(_get_markerfacecolor)
      485    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:1199(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1631(_update_offset_text_position)
      122    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_agg.py:249(points_to_pixels)
     2633    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/gridspec.py:446(get_position)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2385(set_xlim)
       12    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:63(set_default_locators_and_formatters)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/glob.py:1(<module>)
    75/72    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:108(_ustr)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:1033(set_solid_joinstyle)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2569(set_ybound)
      428    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1701(__init__)
       90    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/docstring.py:35(__call__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:798(update_from_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:25(<module>)
       80    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/fromnumeric.py:1836(amin)
      148    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:257(_escape)
       14    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1801(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1815(pack_configure)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/markers.py:261(_set_circle)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:71(Line2D)
      593    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x87d7e0}
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1204(view_limits)
       24    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2275(nonsingular)
      312    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:773(set_color)
      138    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:621(__init__)
      230    0.000    0.000    0.000    0.000 {zip}
       42    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:237(set_facecolor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/version.py:228(LooseVersion)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:359(_get_bounds)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dis.py:1(<module>)
      128    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1135(set_params)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/tkagg.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2279(__init__)
      160    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:44(after)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:2600(set_ylim)
      291    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:508(__init__)
      223    0.000    0.000    0.000    0.000 code/missile.py:266(getMissileClass)
      346    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy_reg.py:46(_reconstructor)
        8    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1417(transform_point)
      169    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:660(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:525(_set_lim_and_transforms)
        2    0.000    0.000    0.000    0.000 {built-in method update_path_extents}
      570    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dviread.py:20(<module>)
       84    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:464(apply_tickdir)
       10    0.000    0.000    0.000    0.000 code/missile.py:92(__init__)
      296    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:2303(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:316(DateFormatter)
       54    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:1405(__init__)
       19    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2899(__init__)
      145    0.000    0.000    0.000    0.000 code/mine.py:219(getMineClass)
      312    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:811(set_style)
        5    0.000    0.000    0.000    0.000 code/objInstances.py:412(__init__)
       52    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:743(getargs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/csv.py:4(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/gridspec.py:74(get_grid_positions)
       30    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:514(pprint_val)
       68    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1832(is_math_text)
       45    0.000    0.000    0.000    0.000 code/displayUtilities.py:163(draw)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/PngImagePlugin.py:34(<module>)
       67    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:213(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/delaunay/triangulate.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/shape_base.py:177(vstack)
       80    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/fromnumeric.py:1774(amax)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/figure.py:569(set_edgecolor)
        6    0.000    0.000    0.000    0.000 code/hudHelpers.py:59(addNewEnemyToWorld)
       16    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1065(scale_range)
      169    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:566(_set_gc_clip)
       56    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1362(set_label_text)
        3    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/GifImagePlugin.py:28(<module>)
       23    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:1444(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:49(<module>)
        7    0.000    0.000    0.000    0.000 code/ship.py:277(setHealthBar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/textwrap.py:163(_split)
       61    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:578(get_markeredgecolor)
      160    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:36(before)
      112    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:870(_set_artist_props)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1555(_get_label)
       13    0.000    0.000    0.000    0.000 code/weapon.py:125(__init__)
       17    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:988(get_points)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1938(transform_path_non_affine)
       42    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:331(_get_intervaly)
       36    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:1137(__setitem__)
      294    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:263(ge)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1720(_loadtk)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1131(transform_path)
      102    0.000    0.000    0.000    0.000 {built-in method set_size}
       20    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:582(get_view_interval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/__init__.py:17(<module>)
       43    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2176(__init__)
      394    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:895(aliased_name)
        7    0.000    0.000    0.000    0.000 code/missile.py:137(shoot)
        6    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:696(setResultsName)
      266    0.000    0.000    0.000    0.000 code/ship.py:562(getShipClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:6(<module>)
  142/140    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:263(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:799(_gen_axes_patch)
       34    0.000    0.000    0.000    0.000 {all}
      102    0.000    0.000    0.000    0.000 {built-in method clear}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/relativedelta.py:6(<module>)
      257    0.000    0.000    0.000    0.000 /usr/lib/python2.7/locale.py:343(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/polar.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:350(abspath)
      252    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       52    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1338(set_units)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/tzwin.py:2(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/path.py:471(unit_circle)
       11    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/__init__.py:427(_get_home)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1760(readprofile)
     1889    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/base64.py:3(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:964(bind)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:134(next)
        5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:105(register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/BmpImagePlugin.py:27(<module>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:321(normpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1645(wm_protocol)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:888(_set_intervalx)
       10    0.000    0.000    0.000    0.000 code/mine.py:80(__init__)
       43    0.000    0.000    0.000    0.000 /usr/lib/python2.7/posixpath.py:68(join)
      497    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:527(get_path)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:500(_set_format)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tempfile.py:18(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:222(connect)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axes.py:1109(apply_aspect)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:779(set_markerfacecolor)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1816(_get_label)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/path.py:388(unit_rectangle)
       14    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:947(_bind)
      340    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:791(set_alpha)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:692(set_linewidth)
      138    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:474(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2251(get_transformed_path_and_affine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/textwrap.py:243(_wrap_chunks)
        7    0.000    0.000    0.000    0.000 code/objInstances.py:509(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/numpy/core/shape_base.py:58(atleast_2d)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/FileDialog.py:9(<module>)
      142    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:254(__new__)
        7    0.000    0.000    0.000    0.000 code/objInstances.py:489(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:134(_str2dict)
    19/10    0.000    0.000    0.000    0.000 {issubclass}
       66    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:325(apply_tickdir)
       74    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/artist.py:408(get_snap)
      438    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       58    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:178(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:893(_set_intervaly)
       60    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:2190(get_matrix)
       64    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1395(set_major_locator)
      196    0.000    0.000    0.000    0.000 code/geometry.py:44(rotateAngle)
    28/18    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/units.py:117(get_converter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:96(LogScale)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/opcode.py:5(<module>)
       99    0.000    0.000    0.000    0.000 code/objInstances.py:35(handleCollisionWith)
      9/5    0.000    0.000    0.000    0.000 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1110(_register)
      278    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:328(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/path.py:3(<module>)
        7    0.000    0.000    0.000    0.000 code/objInstances.py:54(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method FT2Font}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/pygame/pkgdata.py:34(getResource)
       68    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/text.py:230(get_rotation)
      107    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:225(_class_escape)
       46    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      206    0.000    0.000    0.000    0.000 code/weapon.py:202(getWeaponClass)
       10    0.000    0.000    0.000    0.000 code/engine.py:106(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1574(_get_offset_text)
        2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:1836(_get_offset_text)
      102    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_agg.py:86(_get_hinting_flag)
     20/2    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:2225(streamline)
      169    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing.py:1379(__getattr__)
       35    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:324(_get_intervalx)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:672(set_color)
        1    0.000    0.000    0.000    0.000 {method 'render' of 'pygame.font.Font' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:1037(NoNorm)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:759(set_markeredgecolor)
     1565    0.000    0.000    0.000    0.000 {ord}
      312    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/font_manager.py:829(set_weight)
       31    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:77(_cnfmerge)
      452    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/lines.py:314(set_markevery)
      143    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:918(get_points)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/projections/polar.py:20(PolarAxes)
       34    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:374(fix_minus)
        4    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:461(_set_offset)
      346    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:678(get_scale)
       68    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/transforms.py:1771(get_affine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/parser.py:700(_tzparser)
       21    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
